"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"452","Hancock County","Georgia",10076,9429,8561,30,7.12
"453","Haralson County","Georgia",25690,28780,29256,18,4.78
"454","Harris County","Georgia",23695,32024,33915,7.3,4.26
"455","Hart County","Georgia",22997,25213,25794,18.8,4.45
"456","Heard County","Georgia",11012,11834,11730,17.4,5.02
"457","Henry County","Georgia",119341,203922,225813,11.4,4.87
"458","Houston County","Georgia",110765,139900,153479,16.7,4.76
"459","Irwin County","Georgia",9931,9538,9410,24.5,7.07
"460","Jackson County","Georgia",41589,60485,67519,12.5,3.64
"461","Jasper County","Georgia",11426,13900,13964,19.4,4.33
"462","Jeff Davis County","Georgia",12684,15068,15025,20.6,6.02
"463","Jefferson County","Georgia",17266,16930,15648,26.9,6.3
"464","Jenkins County","Georgia",8575,8340,8767,30.7,6.83
"465","Johnson County","Georgia",8560,9980,9788,21.5,5.15
"466","Jones County","Georgia",23639,28669,28470,14.2,4.38
"467","Lamar County","Georgia",15912,18317,18599,20.8,5.67
"468","Lanier County","Georgia",7241,10078,10425,28.7,5.11
"469","Laurens County","Georgia",44874,48434,47330,27.3,5.92
"470","Lee County","Georgia",24757,28298,29470,11.6,4.23
"471","Liberty County","Georgia",61610,63453,61386,16.6,5.22
"472","Lincoln County","Georgia",8348,7996,7880,23,5.28
"473","Long County","Georgia",10304,14464,19014,20,4.96
"474","Lowndes County","Georgia",92115,109233,115489,25,4.7
"475","Lumpkin County","Georgia",21016,29966,32873,20.1,4.02
"476","McDuffie County","Georgia",21231,21875,21498,26,6.24
"477","McIntosh County","Georgia",10847,14333,14106,20.3,5.1
"478","Macon County","Georgia",14074,14740,13314,28.6,6.99
"479","Madison County","Georgia",25730,28120,29302,17.6,4.28
"480","Marion County","Georgia",7144,8742,8450,23.1,6.08
"481","Meriwether County","Georgia",22534,21992,21049,22.7,5.88
"482","Miller County","Georgia",6383,6125,5838,23.3,4.54
"483","Mitchell County","Georgia",23932,23498,22292,27.1,6.36
"484","Monroe County","Georgia",21757,26424,27113,13.3,4.52
"485","Montgomery County","Georgia",8270,9123,9031,19.5,6.64
"486","Morgan County","Georgia",15457,17868,18412,13.4,4.54
"487","Murray County","Georgia",36506,39628,39782,18,6.21
"488","Muscogee County","Georgia",186291,189885,194058,21.7,6.05
"489","Newton County","Georgia",62001,99958,108078,16.7,5.32
"490","Oconee County","Georgia",26225,32808,38028,6.9,3.54
"491","Oglethorpe County","Georgia",12635,14899,14877,17.6,4.3
"492","Paulding County","Georgia",81678,142324,159445,9.7,4.14
"493","Peach County","Georgia",23668,27695,27099,18.7,5.85
"494","Pickens County","Georgia",22983,29431,31588,9.8,4.29
"495","Pierce County","Georgia",15636,18758,19307,21,4.54
"496","Pike County","Georgia",13688,17869,18217,12.3,4.47
"497","Polk County","Georgia",38127,41475,42085,19,5.28
"498","Pulaski County","Georgia",9588,12010,11201,21.8,5.28
"499","Putnam County","Georgia",18812,21218,21730,16.2,5.83
"500","Quitman County","Georgia",2598,2513,2358,22.8,5.93
"501","Rabun County","Georgia",15050,16276,16602,20.3,4.99
"502","Randolph County","Georgia",7791,7719,7075,35.1,6.65
"503","Richmond County","Georgia",199775,200549,201800,24.2,5.95
"504","Rockdale County","Georgia",70111,85215,90312,16.3,5.28
"505","Schley County","Georgia",3766,5010,5213,22.2,5.59
"506","Screven County","Georgia",15374,14593,13953,22.6,6.37
"507","Seminole County","Georgia",9369,8729,8292,25.5,6.56
"508","Spalding County","Georgia",58417,64073,65380,21.6,5.82
"509","Stephens County","Georgia",25435,26175,25890,18.1,5.28
"510","Stewart County","Georgia",5252,6058,5985,41.5,5.87
"511","Sumter County","Georgia",33200,32819,29847,33.4,6.94
"512","Talbot County","Georgia",6498,6865,6249,16.9,6.15
"513","Taliaferro County","Georgia",2077,1717,1628,31,6.82
"514","Tattnall County","Georgia",22305,25520,25334,23.7,4.98
"515","Taylor County","Georgia",8815,8906,8142,28.2,8.76
"516","Telfair County","Georgia",11794,16500,15989,27.7,7.83
"517","Terrell County","Georgia",10970,9315,8729,35.3,5.99
"518","Thomas County","Georgia",42737,44720,44779,19.5,5.89
"519","Tift County","Georgia",38407,40118,40598,27.8,4.75
"520","Toombs County","Georgia",26067,27223,26999,24.4,6.51
"521","Towns County","Georgia",9319,10471,11506,14.7,6.54
"522","Treutlen County","Georgia",6854,6885,6740,21,6.65
"523","Troup County","Georgia",58779,67044,69786,21.3,4.43
"524","Turner County","Georgia",9504,8930,7961,27.9,5.72
"525","Twiggs County","Georgia",10590,9023,8174,27.3,7.6
"526","Union County","Georgia",17289,21356,23459,12.8,4.48
"527","Upson County","Georgia",27597,27153,26135,22.7,5.54
"528","Walker County","Georgia",61053,68756,68939,17.2,4.56
"529","Walton County","Georgia",60687,83768,91600,12.8,4.32
"530","Ware County","Georgia",35483,36312,35871,24.8,4.56
"531","Warren County","Georgia",6336,5834,5303,26.8,5.94
"532","Washington County","Georgia",21176,21187,20313,27.1,6.01
"533","Wayne County","Georgia",26565,30099,29817,21.3,5.78
"534","Webster County","Georgia",2390,2799,2605,19.5,7.59
"535","Wheeler County","Georgia",6179,7421,7952,29.3,8.93
"536","White County","Georgia",19944,27144,29453,17.7,3.89
"537","Whitfield County","Georgia",83525,102599,104658,19.2,5.47
"538","Wilcox County","Georgia",8577,9255,8800,21.8,5.94
"539","Wilkes County","Georgia",10687,10593,9892,26.5,5.68
"540","Wilkinson County","Georgia",10220,9563,8959,23.3,5.72
"541","Worth County","Georgia",21967,21679,20533,21.5,4.92
"542","Hawaii County","Hawaii",148677,185079,200381,17.4,2.81
"543","Honolulu County","Hawaii",876156,953207,988650,9.1,2.24
"544","Kauai County","Hawaii",58463,67091,72159,9.1,2.38
"545","Maui County","Hawaii",128094,154834,166260,10,2.54
"546","Ada County","Idaho",300904,392365,456849,11.8,2.78
"547","Adams County","Idaho",3476,3976,4147,13.8,5.66
"548","Bannock County","Idaho",75565,82839,85269,17.6,3.01
"549","Bear Lake County","Idaho",6411,5986,6028,14.5,3.25
"550","Benewah County","Idaho",9171,9285,9184,15.8,5.53
"551","Bingham County","Idaho",41735,45607,45927,13.1,2.95
"552","Blaine County","Idaho",18991,21376,22024,14.8,2.53
"553","Boise County","Idaho",6670,7028,7290,11.3,4.78
"554","Bonner County","Idaho",36835,40877,43560,14,4.49
"555","Bonneville County","Idaho",82522,104234,114595,11.9,2.67
"556","Boundary County","Idaho",9871,10972,11922,18.3,4.75
"557","Butte County","Idaho",2899,2891,2602,16.2,3.04
"558","Camas County","Idaho",991,1117,1102,22.3,2.66
"559","Canyon County","Idaho",131441,188923,216699,17.1,3.55
"560","Caribou County","Idaho",7304,6963,7034,9.4,3.17
"561","Cassia County","Idaho",21416,22952,23664,14.7,2.47
"562","Clark County","Idaho",1022,982,873,24.2,2.73
"563","Clearwater County","Idaho",8930,8761,8546,13.9,6.88
"564","Custer County","Idaho",4342,4368,4172,18.9,4.23
"565","Elmore County","Idaho",29130,27038,26823,14.9,3.62
"566","Franklin County","Idaho",11329,12786,13564,12.2,2.28
"567","Fremont County","Idaho",11819,13242,13094,11.9,2.66
"568","Gem County","Idaho",15181,16719,17379,20.7,3.92
"569","Gooding County","Idaho",14155,15464,15124,15.9,2.45
"570","Idaho County","Idaho",15511,16267,16369,13.5,4.95
"571","Jefferson County","Idaho",19155,26140,28446,9.5,2.5
"572","Jerome County","Idaho",18342,22374,23627,16.3,2.73
"573","Kootenai County","Idaho",108685,138494,157637,12.6,3.84
"574","Latah County","Idaho",34935,37244,39333,22.5,2.65
"575","Lemhi County","Idaho",7806,7936,7875,17.1,5.21
"576","Lewis County","Idaho",3747,3821,3887,15.3,5.86
"577","Lincoln County","Idaho",4044,5208,5318,11.5,3.21
"578","Madison County","Idaho",27467,37536,39141,31.8,1.89
"579","Minidoka County","Idaho",20174,20069,20729,17.9,2.66
"580","Nez Perce County","Idaho",37410,39265,40385,14.4,2.83
"581","Oneida County","Idaho",4125,4286,4427,12.6,2.84
"582","Owyhee County","Idaho",10644,11526,11628,23.3,4
"583","Payette County","Idaho",20578,22623,23215,15.5,3.92
"584","Power County","Idaho",7538,7817,7600,11.6,3.39
"585","Shoshone County","Idaho",13771,12765,12542,17.4,6.27
"586","Teton County","Idaho",5999,10170,11381,8.3,2.73
"587","Twin Falls County","Idaho",64284,77230,85124,14.4,2.89
"588","Valley County","Idaho",7651,9862,10687,10.4,4.39
"589","Washington County","Idaho",9977,10198,10121,15.7,4.66
"590","Adams County","Illinois",68277,67103,66234,13.1,3.81
"591","Alexander County","Illinois",9590,8238,6315,33.4,7.96
"592","Bond County","Illinois",17633,17768,16948,15.7,4.34
"593","Boone County","Illinois",41786,54165,53513,10.6,6.58
"594","Brown County","Illinois",6950,6937,6716,11.6,2.85
"595","Bureau County","Illinois",35503,34978,33243,12.6,4.79
"596","Calhoun County","Illinois",5084,5089,4833,12.8,5.31
"597","Carroll County","Illinois",16674,15387,14518,11.3,4.52
"598","Cass County","Illinois",13695,13642,12505,13.1,4.47
"599","Champaign County","Illinois",179669,201081,209399,21.4,4.24
"600","Christian County","Illinois",35372,34800,33102,12.8,5.23
"601","Clark County","Illinois",17008,16335,15767,14.3,4.78
"602","Clay County","Illinois",14560,13815,13269,14,5.22
"603","Clinton County","Illinois",35535,37762,37614,9,3.48
"604","Coles County","Illinois",53196,53873,51979,21,4.59
"605","Cook County","Illinois",5376741,5194675,5211263,15.9,5.24
"606","Crawford County","Illinois",20452,19817,18961,11.9,5.18
"607","Cumberland County","Illinois",11253,11048,10908,14.3,3.9
"608","DeKalb County","Illinois",88969,105160,104733,18.1,4.52
"609","De Witt County","Illinois",16798,16561,15942,13.3,4.57
"610","Douglas County","Illinois",19922,19980,19748,12.1,4.01
"611","DuPage County","Illinois",904161,916924,930128,6.8,4.08
"612","Edgar County","Illinois",19704,18576,17328,15.4,4.8
"613","Edwards County","Illinois",6971,6721,6486,11.5,4.51
"614","Effingham County","Illinois",34264,34242,34132,11.3,3.75
"615","Fayette County","Illinois",21802,22140,21784,17.8,5.43
"616","Ford County","Illinois",14241,14081,13280,15.7,4.7
"617","Franklin County","Illinois",39018,39561,39041,19.9,6.36
"618","Fulton County","Illinois",38250,37069,35110,15.5,6.26
"619","Gallatin County","Illinois",6445,5589,5080,16.6,5.66
"620","Greene County","Illinois",14761,13886,13174,17.9,5.01
"621","Grundy County","Illinois",37535,50063,50586,9.4,5.93
"622","Hamilton County","Illinois",8621,8457,8194,13.9,4.42
"623","Hancock County","Illinois",20121,19104,18020,11.2,5.09
"624","Hardin County","Illinois",4800,4320,4046,16.6,7.63
"625","Henderson County","Illinois",8213,7331,6795,11.3,5
"626","Henry County","Illinois",51020,50486,49328,12.5,5.02
"627","Iroquois County","Illinois",31334,29718,27876,15.5,4.46
"628","Jackson County","Illinois",59612,60218,58284,27.9,4.4
"629","Jasper County","Illinois",10117,9698,9578,12.4,4.82
"630","Jefferson County","Illinois",40045,38827,38179,18.9,5.39
"631","Jersey County","Illinois",21668,22985,21941,9.4,4.74
"632","Jo Daviess County","Illinois",22289,22678,21594,7.6,4.4
"633","Johnson County","Illinois",12878,12582,12900,13.9,7.32
"634","Kane County","Illinois",404119,515269,534667,10.4,4.72
"635","Kankakee County","Illinois",103833,113449,109605,15.1,5.23
"636","Kendall County","Illinois",54544,114736,126218,5.6,4.48
"637","Knox County","Illinois",55836,52919,50638,18.1,5.09
"638","Lake County","Illinois",644356,703462,703520,8.5,4.41
"639","LaSalle County","Illinois",111509,113924,110067,13.6,5.52
"640","Lawrence County","Illinois",15452,16833,16168,16.4,5.97
"641","Lee County","Illinois",36062,36031,34406,11.8,4.25
"642","Livingston County","Illinois",39678,38950,36518,13.3,4.39
"643","Logan County","Illinois",31183,30305,29245,9.2,4.53
"644","McDonough County","Illinois",32913,32612,30823,22.3,4.88
"645","McHenry County","Illinois",260077,308760,309122,7.3,4.55
"646","McLean County","Illinois",150433,169572,172290,14.5,4.06
"647","Macon County","Illinois",114706,110768,105801,16.6,5.46
"648","Macoupin County","Illinois",49019,47765,45446,13.3,4.77
"649","Madison County","Illinois",258941,269282,265428,13.5,4.64
"650","Marion County","Illinois",41691,39437,37902,17.8,5.14
"651","Marshall County","Illinois",13180,12640,11730,10.3,5.3
"652","Mason County","Illinois",16038,14666,13715,13.9,5.96
"653","Massac County","Illinois",15161,15429,14344,18.4,6.33
"654","Menard County","Illinois",12486,12705,12245,11.4,4.02
"655","Mercer County","Illinois",16957,16434,15618,11.4,5.02
"656","Monroe County","Illinois",27619,32957,34097,5.3,3.29
"657","Montgomery County","Illinois",30652,30104,28790,15.6,5.62
"658","Morgan County","Illinois",36616,35547,33798,14.9,4.29
"659","Moultrie County","Illinois",14287,14846,14688,12.1,3.84
"660","Ogle County","Illinois",51032,53497,51063,11.1,5.03
"661","Peoria County","Illinois",183433,186494,183011,15.9,5.77
"662","Perry County","Illinois",23094,22350,21285,14.7,5.9
"663","Piatt County","Illinois",16365,16729,16445,5.4,3.99
"664","Pike County","Illinois",17384,16430,15821,14.9,4.45
"665","Pope County","Illinois",4413,4470,4325,12.7,6.16
"666","Pulaski County","Illinois",7348,6161,5509,17.1,7.82
"667","Putnam County","Illinois",6086,6006,5727,8.9,4.79
"668","Randolph County","Illinois",33893,33476,32423,12.3,4.34
"669","Richland County","Illinois",16149,16233,15901,15,4.68
"670","Rock Island County","Illinois",149374,147546,144808,14.6,5.02
"671","St. Clair County","Illinois",256082,270056,262479,17,4.92
"672","Saline County","Illinois",26733,24913,24102,20.6,6.36
"673","Sangamon County","Illinois",188951,197465,196452,15.6,4.23
"674","Schuyler County","Illinois",7189,7544,7035,21.5,4.41
"675","Scott County","Illinois",5537,5355,5002,14.9,5.13
"676","Shelby County","Illinois",22893,22363,21719,12.1,4.41
"677","Stark County","Illinois",6332,5994,5434,14,6.04
"678","Stephenson County","Illinois",48979,47711,45054,16.1,4.61
"679","Tazewell County","Illinois",128485,135394,133526,8,5.28
"680","Union County","Illinois",18293,17808,17000,16.8,6.3
"681","Vermilion County","Illinois",83919,81625,77909,19.8,6.29
"682","Wabash County","Illinois",12937,11947,11489,13.1,4.9
"683","Warren County","Illinois",18735,17707,17167,13.8,4.13
"684","Washington County","Illinois",15148,14716,14030,9.7,2.93
"685","Wayne County","Illinois",17151,16760,16495,15.8,6.07
"686","White County","Illinois",15371,14665,13938,13.9,4.79
"687","Whiteside County","Illinois",60653,58498,56118,11.1,4.73
"688","Will County","Illinois",502266,677560,692661,7.4,5.17
"689","Williamson County","Illinois",61296,66357,67328,15.2,5.08
"690","Winnebago County","Illinois",278418,295266,284778,15.3,6.32
"691","Woodford County","Illinois",35469,38664,38726,7.4,4.31
"692","Adams County","Indiana",33625,34387,35491,18.9,2.62
"693","Allen County","Indiana",331849,355329,372877,14.7,3.31
"694","Bartholomew County","Indiana",71435,76794,82040,12.4,2.72
"695","Benton County","Indiana",9421,8854,8613,14.9,3.39
"696","Blackford County","Indiana",14048,12766,11976,12.8,4.02
"697","Boone County","Indiana",46107,56640,65875,6.1,2.83
"698","Brown County","Indiana",14957,15242,15035,10.6,3.38
"699","Carroll County","Indiana",20165,20155,20039,10.2,3.42
"700","Cass County","Indiana",40930,38966,37994,13.9,3.82
"701","Clark County","Indiana",96472,110232,116973,9.7,3.47
"702","Clay County","Indiana",26556,26890,26198,13.9,3.78
"703","Clinton County","Indiana",33866,33224,32317,13.3,3.08
"704","Crawford County","Indiana",10743,10713,10566,17.8,4.43
"705","Daviess County","Indiana",29820,31648,33113,13,2.79
"706","Dearborn County","Indiana",46109,50047,49741,10.1,3.85
"707","Decatur County","Indiana",24555,25740,26737,11.4,2.91
"708","DeKalb County","Indiana",40285,42223,42836,12.5,2.93
"709","Delaware County","Indiana",118769,117671,115184,21.2,4.21
"710","Dubois County","Indiana",39674,41889,42558,10,2.59
"711","Elkhart County","Indiana",182791,197559,205032,13.8,2.53
"712","Fayette County","Indiana",25588,24277,23209,18.2,5.02
"713","Floyd County","Indiana",70823,74578,77071,10.8,3.3
"714","Fountain County","Indiana",17954,17240,16505,12.6,4.02
"715","Franklin County","Indiana",22151,23087,22619,9.9,3.62
"716","Fulton County","Indiana",20511,20836,20059,13.3,3.52
"717","Gibson County","Indiana",32500,33503,33576,10.7,2.95
"718","Grant County","Indiana",73403,70061,66491,19.1,3.9
"719","Greene County","Indiana",33157,33165,32177,12.9,4.76
"720","Hamilton County","Indiana",182740,274569,323747,5,2.73
"721","Hancock County","Indiana",55391,70002,74985,7,3.02
"722","Harrison County","Indiana",34325,39364,39898,12.9,3.44
"723","Hendricks County","Indiana",104093,145448,163685,5.1,2.88
"724","Henry County","Indiana",48508,49462,48476,16.1,3.66
"725","Howard County","Indiana",84964,82752,82363,16.5,3.81
"726","Huntington County","Indiana",38075,37124,36337,11.6,3.58
"727","Jackson County","Indiana",41335,42376,43884,15.6,2.97
"728","Jasper County","Indiana",30043,33478,33447,9,4.32
"729","Jay County","Indiana",21806,21253,20945,17.9,3.56
"730","Jefferson County","Indiana",31705,32428,32089,13.7,3.73
"731","Jennings County","Indiana",27554,28525,27626,13.9,3.84
"732","Johnson County","Indiana",115209,139654,153897,9.4,2.94
"733","Knox County","Indiana",39256,38440,37508,15.6,3.43
"734","Kosciusko County","Indiana",74057,77358,79206,11.2,2.72
